ORIGIN|TYPE|TARGET
T049|occurs_in|T037
T049|result_of|T037
T049|process_of|T038
T049|affects|T038
T049|result_of|T038
T049|isa|T038
T049|process_of|T039
T049|manifestation_of|T039
T049|affects|T039
T049|result_of|T039
T049|process_of|T040
T049|manifestation_of|T040
T049|affects|T040
T049|result_of|T040
T049|process_of|T041
T049|manifestation_of|T041
T049|affects|T041
T049|result_of|T041
T049|process_of|T042
T049|manifestation_of|T042
T049|affects|T042
T049|result_of|T042
T049|process_of|T043
T049|manifestation_of|T043
T049|affects|T043
T049|result_of|T043
T049|process_of|T044
T049|manifestation_of|T044
T049|affects|T044
T049|result_of|T044
T049|process_of|T045
T049|manifestation_of|T045
T049|affects|T045
T049|result_of|T045
T049|precedes|T046
T049|process_of|T046
T049|complicates|T046
T049|manifestation_of|T046
T049|affects|T046
T049|result_of|T046
T049|degree_of|T046
T049|isa|T046
T049|precedes|T047
T049|process_of|T047
T049|complicates|T047
T049|manifestation_of|T047
T049|affects|T047
T049|occurs_in|T047
T049|result_of|T047
T049|degree_of|T047
T049|precedes|T048
T049|process_of|T048
T049|complicates|T048
T049|manifestation_of|T048
T049|affects|T048
T049|occurs_in|T048
T049|result_of|T048
T049|degree_of|T048
T049|co-occurs_with|T050
T049|precedes|T050
T049|process_of|T050
T049|complicates|T050
T049|manifestation_of|T050
T049|affects|T050
T049|result_of|T050
T049|associated_with|T050
T049|degree_of|T050
T049|isa|T051
T049|result_of|T053
T049|result_of|T054
T049|result_of|T055
T049|associated_with|T055
T049|associated_with|T056
T049|associated_with|T057
T049|result_of|T058
T049|associated_with|T058
T049|result_of|T059
T049|associated_with|T059
T049|result_of|T060
T049|associated_with|T060
T049|result_of|T061
T049|associated_with|T061
T049|associated_with|T062
T049|associated_with|T063
T049|associated_with|T064
T049|associated_with|T065
T049|result_of|T067
T049|isa|T067
T049|result_of|T068
T049|result_of|T069
T049|process_of|T070
T049|affects|T070
T049|result_of|T070
T049|isa|T070
T049|associated_with|T083
T049|issue_in|T090
T049|issue_in|T091
T049|occurs_in|T096
T049|occurs_in|T097
T049|occurs_in|T098
T049|associated_with|T098
T049|occurs_in|T099
T049|occurs_in|T100
T049|occurs_in|T101
T049|produces|T123
T049|produces|T125
T049|produces|T126
T049|produces|T127
T049|produces|T129
T049|associated_with|T184
T049|co-occurs_with|T190
T049|complicates|T190
T049|result_of|T190
T049|co-occurs_with|T191
T049|precedes|T191
T049|process_of|T191
T049|complicates|T191
T049|manifestation_of|T191
T049|affects|T191
T049|occurs_in|T191
T049|result_of|T191
T049|associated_with|T191
T049|degree_of|T191
T049|produces|T192
T049|process_of|T194
T049|affects|T194
T049|associated_with|T201
T049|process_of|T204
T049|affects|T204
T050|process_of|T001
T050|affects|T001
T050|process_of|T002
T050|affects|T002
T050|process_of|T004
T050|affects|T004
T050|process_of|T005
T050|affects|T005
T050|process_of|T007
T050|affects|T007
T050|process_of|T008
T050|affects|T008
T050|process_of|T010
T050|affects|T010
T050|process_of|T011
T050|affects|T011
T050|process_of|T012
T050|affects|T012
T050|process_of|T013
T050|affects|T013
T050|process_of|T014
T050|affects|T014
T050|process_of|T015
T050|affects|T015
T050|process_of|T016
T050|affects|T016
T050|complicates|T019
T050|result_of|T019
T050|complicates|T020
T050|result_of|T020
T050|produces|T031
T050|complicates|T037
T050|manifestation_of|T037
T050|occurs_in|T037
T050|result_of|T037
T050|process_of|T038
T050|affects|T038
T050|result_of|T038
T050|isa|T038
T050|process_of|T039
T050|manifestation_of|T039
T050|affects|T039
T050|result_of|T039
T050|process_of|T040
T050|manifestation_of|T040
T050|affects|T040
T050|result_of|T040
T050|process_of|T041
T050|manifestation_of|T041
T050|affects|T041
T050|result_of|T041
T050|process_of|T042
T050|manifestation_of|T042
T050|affects|T042
T050|result_of|T042
T050|process_of|T043
T050|manifestation_of|T043
T050|affects|T043
T050|result_of|T043
T050|process_of|T044
T050|manifestation_of|T044
T050|affects|T044
T050|result_of|T044
T050|process_of|T045
T050|manifestation_of|T045
T050|affects|T045
T050|result_of|T045
T050|precedes|T046
T050|process_of|T046
T050|complicates|T046
T050|manifestation_of|T046
T050|affects|T046
T050|result_of|T046
T050|degree_of|T046
T050|isa|T046
T050|precedes|T047
T050|process_of|T047
T050|complicates|T047
T050|manifestation_of|T047
T050|affects|T047
T050|occurs_in|T047
T050|result_of|T047
T050|degree_of|T047
T050|precedes|T048
T050|process_of|T048
T050|complicates|T048
T050|manifestation_of|T048
T050|affects|T048
T050|occurs_in|T048
T050|result_of|T048
T050|degree_of|T048
T050|precedes|T049
T050|process_of|T049
T050|complicates|T049
T050|manifestation_of|T049
T050|affects|T049
T050|result_of|T049
T050|degree_of|T049
T050|isa|T051
T050|result_of|T053
T050|result_of|T054
T050|result_of|T055
T050|associated_with|T055
T050|associated_with|T056
T050|associated_with|T057
T050|result_of|T058
T050|associated_with|T058
T050|result_of|T059
T050|associated_with|T059
T050|result_of|T060
T050|associated_with|T060
T050|result_of|T061
T050|associated_with|T061
T050|associated_with|T062
T050|associated_with|T063
T050|associated_with|T064
T050|associated_with|T065
T050|result_of|T067
T050|isa|T067
T050|result_of|T068
T050|result_of|T069
T050|process_of|T070
T050|affects|T070
T050|result_of|T070
T050|isa|T070
T050|associated_with|T083
T050|issue_in|T090
T050|issue_in|T091
T050|occurs_in|T096
T050|occurs_in|T097
T050|occurs_in|T098
T050|associated_with|T098
T050|occurs_in|T099
T050|occurs_in|T100
T050|occurs_in|T101
T050|produces|T123
T050|produces|T125
T050|produces|T126
T050|produces|T127
T050|produces|T129
T050|associated_with|T184
T050|co-occurs_with|T190
T050|complicates|T190
T050|result_of|T190
T050|co-occurs_with|T191
T050|precedes|T191
T050|process_of|T191
T050|complicates|T191
T050|manifestation_of|T191
T050|affects|T191
T050|occurs_in|T191
T050|result_of|T191
T050|associated_with|T191
T050|degree_of|T191
T050|produces|T192
T050|process_of|T194
T050|affects|T194
T050|associated_with|T201
T050|process_of|T204
T050|affects|T204
T051|issue_in|T090
T051|issue_in|T091
T052|isa|T051
T052|issue_in|T090
T052|issue_in|T091
T053|manifestation_of|T041
T053|affects|T041
T053|result_of|T041
T053|manifestation_of|T048
T053|isa|T051
T053|isa|T052
T053|affects|T054
T053|affects|T055
T053|associated_with|T083
T053|issue_in|T090
T053|associated_with|T090
T053|issue_in|T091
T053|associated_with|T091
T053|associated_with|T096
T053|associated_with|T097
T053|associated_with|T098
T053|associated_with|T099
T053|associated_with|T100
T053|associated_with|T101
T053|associated_with|T102
T053|associated_with|T201
T054|manifestation_of|T041
T054|affects|T041
T054|result_of|T041
T054|manifestation_of|T048
T054|isa|T051
T054|isa|T052
T054|affects|T053
T054|isa|T053
T054|affects|T055
T054|associated_with|T083
T054|issue_in|T090
T054|associated_with|T090
T054|issue_in|T091
T054|associated_with|T091
T054|associated_with|T096
T054|associated_with|T097
T054|associated_with|T098
T054|associated_with|T099
T054|associated_with|T100
T054|associated_with|T101
T054|associated_with|T102
T054|associated_with|T201
T055|manifestation_of|T041
T055|affects|T041
T055|result_of|T041
T055|manifestation_of|T048
T055|isa|T051
T055|isa|T052
T055|affects|T053
T055|isa|T053
T055|process_of|T054
T055|affects|T054
T055|conceptually_related_to|T078
T055|associated_with|T083
T055|issue_in|T090
T055|associated_with|T090
T055|issue_in|T091
T055|associated_with|T091
T055|associated_with|T096
T055|associated_with|T097
T055|associated_with|T098
T055|associated_with|T099
T055|associated_with|T100
T055|associated_with|T101
T055|associated_with|T102
T055|associated_with|T190
T055|associated_with|T191
T055|associated_with|T201
T056|isa|T051
T056|isa|T052
T056|issue_in|T090
T056|issue_in|T091
T056|associated_with|T190
T056|associated_with|T191
T057|isa|T051
T057|isa|T052
T057|issue_in|T090
T057|method_of|T090
T057|issue_in|T091
T057|method_of|T091
T057|associated_with|T190
T057|associated_with|T191
T058|affects|T038
T058|affects|T039
T058|affects|T040
T058|affects|T041
T058|affects|T042
T058|affects|T043
T058|affects|T044
T058|affects|T045
T058|affects|T046
T058|affects|T047
T058|affects|T048
T058|affects|T049
T058|affects|T050
T058|isa|T051
T058|isa|T052
T058|isa|T057
T058|issue_in|T090
T058|method_of|T090
T058|issue_in|T091
T058|method_of|T091
T058|associated_with|T190
T058|affects|T191
T058|associated_with|T191
T059|diagnoses|T019
T059|diagnoses|T020
T059|measures|T031
T059|analyzes|T031
T059|measures|T032
T059|diagnoses|T037
T059|affects|T038
T059|measures|T038
T059|assesses_effect_of|T038
T059|affects|T039
T059|measures|T039
T059|assesses_effect_of|T039
T059|affects|T040
T059|measures|T040
T059|assesses_effect_of|T040
T059|affects|T041
T059|measures|T041
T059|assesses_effect_of|T041
T059|affects|T042
T059|measures|T042
T059|assesses_effect_of|T042
T059|affects|T043
T059|measures|T043
T059|assesses_effect_of|T043
T059|affects|T044
T059|measures|T044
T059|assesses_effect_of|T044
T059|affects|T045
T059|measures|T045
T059|assesses_effect_of|T045
T059|affects|T046
T059|measures|T046
T059|diagnoses|T046
T059|assesses_effect_of|T046
T059|affects|T047
T059|measures|T047
T059|diagnoses|T047
T059|assesses_effect_of|T047
T059|affects|T048
T059|measures|T048
T059|diagnoses|T048
T059|assesses_effect_of|T048
T059|affects|T049
T059|measures|T049
T059|diagnoses|T049
T059|assesses_effect_of|T049
T059|affects|T050
T059|measures|T050
T059|diagnoses|T050
T059|assesses_effect_of|T050
T059|isa|T051
T059|isa|T052
T059|isa|T057
T059|isa|T058
T059|method_of|T060
T059|method_of|T061
T059|measures|T070
T059|assesses_effect_of|T070
T059|measures|T079
T059|measures|T081
T059|issue_in|T090
T059|method_of|T090
T059|issue_in|T091
T059|method_of|T091
T059|measures|T103
T059|assesses_effect_of|T103
T059|analyzes|T103
T059|measures|T104
T059|assesses_effect_of|T104
T059|analyzes|T104
T059|measures|T109
T059|assesses_effect_of|T109
T059|analyzes|T109
T059|measures|T114
T059|assesses_effect_of|T114
T059|analyzes|T114
T059|measures|T116
T059|assesses_effect_of|T116
T059|analyzes|T116
T059|measures|T120
T059|assesses_effect_of|T120
T059|analyzes|T120
T059|measures|T121
T059|assesses_effect_of|T121
T059|analyzes|T121
T059|measures|T122
T059|assesses_effect_of|T122
T059|analyzes|T122
T059|measures|T123
T059|assesses_effect_of|T123
T059|analyzes|T123
T059|measures|T125
T059|assesses_effect_of|T125
T059|analyzes|T125
T059|measures|T126
T059|assesses_effect_of|T126
T059|analyzes|T126
T059|measures|T127
T059|assesses_effect_of|T127
T059|analyzes|T127
T059|measures|T129
T059|assesses_effect_of|T129
T059|analyzes|T129
T059|measures|T130
T059|assesses_effect_of|T130
T059|analyzes|T130
T059|measures|T131
T059|assesses_effect_of|T131
T059|analyzes|T131
T059|diagnoses|T190
T059|associated_with|T190
T059|affects|T191
T059|measures|T191
T059|diagnoses|T191
T059|assesses_effect_of|T191
T059|associated_with|T191
T059|measures|T192
T059|assesses_effect_of|T192
T059|analyzes|T192
T059|measures|T195
T059|assesses_effect_of|T195
T059|analyzes|T195
T059|measures|T196
T059|assesses_effect_of|T196
T059|analyzes|T196
T059|measures|T197
T059|assesses_effect_of|T197
T059|analyzes|T197
T059|measures|T201
T060|diagnoses|T019
T060|diagnoses|T020
T060|measures|T031
T060|analyzes|T031
T060|measures|T032
T060|diagnoses|T037
T060|affects|T038
T060|measures|T038
T060|affects|T039
T060|measures|T039
T060|affects|T040
T060|measures|T040
T060|affects|T041
T060|measures|T041
T060|affects|T042
T060|measures|T042
T060|affects|T043
T060|measures|T043
T060|affects|T044
T060|measures|T044
T060|affects|T045
T060|measures|T045
T060|affects|T046
T060|measures|T046
T060|diagnoses|T046
T060|affects|T047
T060|measures|T047
T060|diagnoses|T047
T060|affects|T048
T060|measures|T048
T060|diagnoses|T048
T060|affects|T049
T060|measures|T049
T060|diagnoses|T049
T060|affects|T050
T060|measures|T050
T060|diagnoses|T050
T060|isa|T051
T060|isa|T052
T060|isa|T057
T060|isa|T058
T060|precedes|T061
T060|measures|T070
T060|uses|T073
T060|uses|T074
T060|uses|T075
T060|measures|T079
T060|measures|T081
T060|issue_in|T090
T060|method_of|T090
T060|issue_in|T091
T060|method_of|T091
T060|affects|T101
T060|measures|T103
T060|assesses_effect_of|T103
T060|analyzes|T103
T060|measures|T104
T060|assesses_effect_of|T104
T060|analyzes|T104
T060|measures|T109
T060|assesses_effect_of|T109
T060|analyzes|T109
T060|measures|T114
T060|assesses_effect_of|T114
T060|analyzes|T114
T060|measures|T116
T060|assesses_effect_of|T116
T060|analyzes|T116
T060|measures|T120
T060|assesses_effect_of|T120
T060|analyzes|T120
T060|uses|T121
T060|measures|T121
T060|assesses_effect_of|T121
T060|analyzes|T121
T060|measures|T122
T060|assesses_effect_of|T122
T060|analyzes|T122
T060|measures|T123
T060|assesses_effect_of|T123
T060|analyzes|T123
T060|measures|T125
T060|assesses_effect_of|T125
T060|analyzes|T125
T060|measures|T126
T060|assesses_effect_of|T126
T060|analyzes|T126
T060|measures|T127
T060|assesses_effect_of|T127
T060|analyzes|T127
T060|measures|T129
T060|assesses_effect_of|T129
T060|analyzes|T129
T060|measures|T130
T060|assesses_effect_of|T130
T060|analyzes|T130
T060|measures|T131
T060|assesses_effect_of|T131
T060|analyzes|T131
T060|diagnoses|T190
T060|associated_with|T190
T060|affects|T191
T060|measures|T191
T060|diagnoses|T191
T060|associated_with|T191
T060|measures|T192
T060|assesses_effect_of|T192
T060|analyzes|T192
T060|uses|T195
T060|measures|T195
T060|assesses_effect_of|T195
T060|analyzes|T195
T060|measures|T196
T060|assesses_effect_of|T196
T060|analyzes|T196
T060|measures|T197
T060|assesses_effect_of|T197
T060|analyzes|T197
T060|uses|T200
T060|measures|T201
T060|uses|T203
T061|treats|T019
T061|treats|T020
T061|treats|T037
T061|complicates|T038
T061|affects|T038
T061|complicates|T039
T061|affects|T039
T061|complicates|T040
T061|affects|T040
T061|complicates|T041
T061|affects|T041
T061|complicates|T042
T061|affects|T042
T061|complicates|T043
T061|affects|T043
T061|complicates|T044
T061|affects|T044
T061|complicates|T045
T061|affects|T045
T061|prevents|T046
T061|complicates|T046
T061|affects|T046
T061|treats|T046
T061|prevents|T047
T061|complicates|T047
T061|affects|T047
T061|treats|T047
T061|prevents|T048
T061|complicates|T048
T061|affects|T048
T061|treats|T048
T061|prevents|T049
T061|complicates|T049
T061|affects|T049
T061|treats|T049
T061|prevents|T050
T061|complicates|T050
T061|affects|T050
T061|treats|T050
T061|isa|T051
T061|isa|T052
T061|isa|T057
T061|isa|T058
T061|uses|T073
T061|uses|T074
T061|uses|T075
T061|issue_in|T090
T061|method_of|T090
T061|issue_in|T091
T061|method_of|T091
T061|affects|T101
T061|uses|T121
T061|uses|T168
T061|treats|T184
T061|treats|T190
T061|associated_with|T190
T061|prevents|T191
T061|complicates|T191
T061|affects|T191
T061|treats|T191
T061|associated_with|T191
T061|uses|T195
T061|uses|T200
T061|uses|T203
T062|measures|T031
T062|measures|T032
T062|measures|T038
T062|measures|T039
T062|measures|T040
T062|affects|T041
T062|measures|T041
T062|measures|T042
T062|measures|T043
T062|measures|T044
T062|measures|T045
T062|measures|T046
T062|measures|T047
T062|measures|T048
T062|measures|T049
T062|measures|T050
T062|isa|T051
T062|isa|T052
T062|isa|T057
T062|measures|T070
T062|uses|T075
T062|measures|T079
T062|measures|T081
T062|issue_in|T090
T062|method_of|T090
T062|issue_in|T091
T062|method_of|T091
T062|measures|T103
T062|measures|T104
T062|measures|T109
T062|measures|T114
T062|measures|T116
T062|measures|T120
T062|measures|T121
T062|measures|T122
T062|measures|T123
T062|measures|T125
T062|measures|T126
T062|measures|T127
T062|measures|T129
T062|measures|T130
T062|measures|T131
T062|associated_with|T190
T062|measures|T191
T062|associated_with|T191
T062|measures|T192
T062|measures|T195
T062|measures|T196
T062|measures|T197
T062|measures|T201
T063|measures|T031
T063|measures|T032
T063|measures|T038
T063|measures|T039
T063|measures|T040
T063|affects|T041
T063|measures|T041
T063|measures|T042
T063|measures|T043
T063|measures|T044
T063|measures|T045
T063|measures|T046
T063|measures|T047
T063|measures|T048
T063|measures|T049
T063|measures|T050
T063|isa|T051
T063|isa|T052
T063|isa|T057
T063|method_of|T060
T063|method_of|T061
T063|isa|T062
T063|measures|T070
T063|uses|T075
T063|measures|T079
T063|measures|T081
T063|issue_in|T090
T063|method_of|T090
T063|issue_in|T091
T063|method_of|T091
T063|measures|T103
T063|measures|T104
T063|measures|T109
T063|measures|T114
T063|measures|T116
T063|measures|T120
T063|measures|T121
T063|measures|T122
T063|measures|T123
T063|measures|T125
T063|measures|T126
T063|measures|T127
T063|measures|T129
T063|measures|T130
T063|measures|T131
T063|associated_with|T190
T063|measures|T191
T063|associated_with|T191
T063|measures|T192
T063|measures|T195
T063|measures|T196
T063|measures|T197
T063|measures|T201
T064|isa|T051
T064|isa|T052
T064|isa|T057
T064|issue_in|T090
T064|method_of|T090
T064|issue_in|T091
T064|method_of|T091
T064|associated_with|T190
T064|associated_with|T191
T065|isa|T051
T065|isa|T052
T065|isa|T057
T065|issue_in|T090
T065|method_of|T090
T065|issue_in|T091
T065|method_of|T091
T065|associated_with|T190
T065|associated_with|T191
T066|isa|T051
T066|isa|T052
T066|method_of|T059
T066|method_of|T060
T066|method_of|T061
T066|issue_in|T090
T066|issue_in|T091
T067|result_of|T019
T067|result_of|T020
T067|result_of|T037
T067|result_of|T038
T067|result_of|T039
T067|result_of|T040
T067|result_of|T041
T067|result_of|T042
T067|result_of|T043
T067|result_of|T044
T067|result_of|T045
T067|result_of|T046
T067|result_of|T047
T067|result_of|T048
T067|result_of|T049
T067|result_of|T050
T067|isa|T051
T067|result_of|T068
T067|result_of|T069
T067|result_of|T070
T067|issue_in|T090
T067|issue_in|T091
T067|result_of|T190
T067|result_of|T191
T068|result_of|T019
T068|result_of|T020
T068|result_of|T037
T068|result_of|T038
T068|result_of|T039
T068|result_of|T040
T068|result_of|T041
T068|result_of|T042
T068|result_of|T043
T068|result_of|T044
T068|result_of|T045
T068|result_of|T046
T068|result_of|T047
T068|result_of|T048
T068|result_of|T049
T068|result_of|T050
T068|isa|T051
T068|result_of|T067
T068|isa|T067
T068|result_of|T069
T068|result_of|T070
T068|issue_in|T090
T068|issue_in|T091
T068|result_of|T190
T068|result_of|T191
T069|result_of|T019
T069|result_of|T020
T069|result_of|T037
T069|result_of|T038
T069|result_of|T039
T069|result_of|T040
T069|result_of|T041
T069|result_of|T042
T069|result_of|T043
T069|result_of|T044
T069|result_of|T045
T069|result_of|T046
T069|result_of|T047
T069|result_of|T048
T069|result_of|T049
T069|result_of|T050
T069|isa|T051
T069|result_of|T067
T069|isa|T067
T069|result_of|T068
T069|isa|T068
T069|result_of|T070
T069|issue_in|T090
T069|issue_in|T091
T069|result_of|T190
T069|result_of|T191
T070|result_of|T019
T070|result_of|T020
T070|result_of|T037
T070|process_of|T038
T070|affects|T038
T070|result_of|T038
T070|process_of|T039
T070|affects|T039
T070|result_of|T039
T070|process_of|T040
T070|affects|T040
T070|result_of|T040
T070|process_of|T041
T070|affects|T041
T070|result_of|T041
T070|process_of|T042
T070|affects|T042
T070|result_of|T042
T070|process_of|T043
T070|affects|T043
T070|result_of|T043
T070|process_of|T044
T070|affects|T044
T070|result_of|T044
T070|process_of|T045
T070|affects|T045
T070|result_of|T045
T070|process_of|T046
T070|affects|T046
T070|result_of|T046
T070|process_of|T047
T070|affects|T047
T070|result_of|T047
T070|process_of|T048
T070|affects|T048
T070|result_of|T048
T070|process_of|T049
T070|affects|T049
T070|result_of|T049
T070|process_of|T050
T070|affects|T050
T070|result_of|T050
T070|isa|T051
T070|result_of|T067
T070|isa|T067
T070|result_of|T068
T070|result_of|T069
T070|issue_in|T090
T070|issue_in|T091
T070|result_of|T190
T070|process_of|T191
T070|affects|T191
T070|result_of|T191
T071|issue_in|T090
T071|issue_in|T091
T072|isa|T071
T072|issue_in|T090
T072|issue_in|T091
T073|causes|T019
T073|causes|T020
T073|causes|T037
T073|causes|T046
T073|causes|T047
T073|causes|T048
T073|causes|T049
T073|causes|T050
T073|isa|T071
T073|isa|T072
T073|issue_in|T090
T073|issue_in|T091
T073|causes|T190
T073|causes|T191
T074|causes|T019
T074|treats|T019
T074|causes|T020
T074|treats|T020
T074|causes|T037
T074|prevents|T037
T074|treats|T037
T074|causes|T046
T074|prevents|T046
T074|treats|T046
T074|causes|T047
T074|prevents|T047
T074|treats|T047
T074|causes|T048
T074|prevents|T048
T074|treats|T048
T074|causes|T049
T074|prevents|T049
T074|treats|T049
T074|causes|T050
T074|prevents|T050
T074|treats|T050
T074|isa|T071
T074|isa|T072
T074|isa|T073
T074|issue_in|T090
T074|issue_in|T091
T074|treats|T184
T074|causes|T190
T074|treats|T190
T074|causes|T191
T074|prevents|T191
T074|treats|T191
T075|causes|T019
T075|causes|T020
T075|causes|T037
T075|causes|T046
T075|causes|T047
T075|causes|T048
T075|causes|T049
T075|causes|T050
T075|isa|T071
T075|isa|T072
T075|isa|T073
T075|issue_in|T090
T075|issue_in|T091
T075|causes|T190
T075|causes|T191
T077|isa|T071
T077|issue_in|T090
T077|issue_in|T091
T078|result_of|T041
T078|conceptual_part_of|T053
T078|isa|T071
T078|isa|T077
T078|issue_in|T090
T078|issue_in|T091
T079|conceptual_part_of|T040
T079|result_of|T041
T079|conceptual_part_of|T042
T079|conceptual_part_of|T043
T079|isa|T071
T079|isa|T077
T079|isa|T078
T079|issue_in|T090
T079|issue_in|T091
T080|result_of|T041
T080|evaluation_of|T052
T080|evaluation_of|T053
T080|evaluation_of|T054
T080|evaluation_of|T055
T080|evaluation_of|T056
T080|evaluation_of|T057
T080|evaluation_of|T058
T080|evaluation_of|T059
T080|evaluation_of|T060
T080|evaluation_of|T061
T080|evaluation_of|T062
T080|evaluation_of|T063
T080|evaluation_of|T064
T080|evaluation_of|T065
T080|evaluation_of|T066
T080|isa|T071
T080|isa|T077
T080|isa|T078
T080|issue_in|T090
T080|issue_in|T091
T081|measurement_of|T029
T081|measurement_of|T030
T081|measurement_of|T039
T081|measurement_of|T040
T081|result_of|T041
T081|measurement_of|T041
T081|measurement_of|T042
T081|measurement_of|T043
T081|measurement_of|T044
T081|measurement_of|T045
T081|conceptual_part_of|T061
T081|isa|T071
T081|isa|T077
T081|isa|T078
T081|measurement_of|T082
T081|measurement_of|T083
T081|measurement_of|T085
T081|measurement_of|T086
T081|measurement_of|T087
T081|measurement_of|T088
T081|issue_in|T090
T081|issue_in|T091
T082|result_of|T041
T082|isa|T071
T082|isa|T077
T082|isa|T078
T082|issue_in|T090
T082|issue_in|T091
T083|result_of|T041
T083|isa|T071
T083|isa|T077
T083|isa|T078
T083|isa|T082
T083|issue_in|T090
T083|issue_in|T091
T083|associated_with|T190
T083|associated_with|T191
T085|result_of|T041
T085|isa|T071
T085|isa|T077
T085|isa|T078
T085|isa|T082
T085|issue_in|T090
T085|issue_in|T091
T086|property_of|T028
T086|result_of|T041
T086|isa|T071
T086|isa|T077
T086|isa|T078
T086|isa|T082
T086|isa|T085
T086|issue_in|T090
T086|issue_in|T091
T086|property_of|T114
T087|property_of|T028
T087|result_of|T041
T087|isa|T071
T087|isa|T077
T087|isa|T078
T087|isa|T082
T087|isa|T085
T087|issue_in|T090
T087|issue_in|T091
T087|property_of|T116
T088|result_of|T041
T088|isa|T071
T088|isa|T077
T088|isa|T078
T088|isa|T082
T088|isa|T085
T088|issue_in|T090
T088|issue_in|T091
T089|isa|T071
T089|isa|T077
T089|issue_in|T090
T089|issue_in|T091
T089|affects|T092
T089|affects|T093
T089|affects|T094
T089|affects|T095
T089|affects|T096
T089|affects|T097
T089|affects|T098
T089|affects|T099
T089|affects|T100
T089|affects|T101
T089|isa|T170
T090|isa|T071
T090|isa|T077
T090|issue_in|T091
T091|isa|T071
T091|isa|T077
T091|issue_in|T090
T091|isa|T090
T092|location_of|T057
T092|carries_out|T057
T092|location_of|T058
T092|carries_out|T058
T092|location_of|T059
T092|carries_out|T059
T092|location_of|T060
T092|carries_out|T060
T092|location_of|T061
T092|carries_out|T061
T092|location_of|T062
T092|carries_out|T062
T092|location_of|T063
T092|carries_out|T063
T092|location_of|T064
T092|carries_out|T064
T092|location_of|T065
T092|carries_out|T065
T092|isa|T071
T092|isa|T077
T092|produces|T089
T092|issue_in|T090
T092|issue_in|T091
T092|produces|T170
T092|produces|T185
T093|location_of|T057
T093|carries_out|T057
T093|location_of|T058
T093|carries_out|T058
T093|location_of|T059
T093|carries_out|T059
T093|location_of|T060
T093|carries_out|T060
T093|location_of|T061
T093|carries_out|T061
T093|location_of|T062
T093|carries_out|T062
T093|location_of|T063
T093|carries_out|T063
T093|location_of|T064
T093|carries_out|T064
T093|location_of|T065
T093|carries_out|T065
T093|isa|T071
T093|isa|T077
T093|produces|T089
T093|issue_in|T090
T093|issue_in|T091
T093|isa|T092
T093|manages|T101
T093|produces|T170
T093|produces|T185
T094|location_of|T057
T094|carries_out|T057
T094|location_of|T058
T094|carries_out|T058
T094|location_of|T059
T094|carries_out|T059
T094|location_of|T060
T094|carries_out|T060
T094|location_of|T061
T094|carries_out|T061
T094|location_of|T062
T094|carries_out|T062
T094|location_of|T063
T094|carries_out|T063
T094|location_of|T064
T094|carries_out|T064
T094|location_of|T065
T094|carries_out|T065
T094|isa|T071
T094|isa|T077
T094|produces|T089
T094|issue_in|T090
T094|issue_in|T091
T094|isa|T092
T094|produces|T170
T094|produces|T185
T095|location_of|T057
T095|carries_out|T057
T095|location_of|T058
T095|carries_out|T058
T095|location_of|T059
T095|carries_out|T059
T095|location_of|T060
T095|carries_out|T060
T095|location_of|T061
T095|carries_out|T061
T095|location_of|T062
T095|carries_out|T062
T095|location_of|T063
T095|carries_out|T063
T095|location_of|T064
T095|carries_out|T064
T095|location_of|T065
T095|carries_out|T065
T095|isa|T071
T095|isa|T077
T095|produces|T089
T095|issue_in|T090
T095|issue_in|T091
T095|isa|T092
T095|manages|T101
T095|produces|T170
T095|produces|T185
T096|performs|T052
T096|exhibits|T053
T096|performs|T053
T096|exhibits|T054
T096|performs|T054
T096|exhibits|T055
T096|performs|T055
T096|performs|T056
T096|performs|T057
T096|performs|T058
T096|performs|T059
T096|performs|T060
T096|performs|T061
T096|performs|T062
T096|performs|T063
T096|performs|T064
T096|performs|T065
T096|performs|T066
T096|isa|T071
T096|produces|T073
T096|uses|T073
T096|produces|T074
T096|uses|T074
T096|produces|T075
T096|uses|T075
T096|isa|T077
T096|produces|T089
T096|uses|T089
T096|issue_in|T090
T096|issue_in|T091
T096|interacts_with|T097
T096|interacts_with|T098
T096|interacts_with|T099
T096|interacts_with|T100
T096|interacts_with|T101
T096|produces|T170
T096|uses|T170
T096|produces|T185
T096|uses|T185
T096|produces|T200
T096|uses|T200
T096|produces|T203
T096|uses|T203
T097|diagnoses|T046
T097|diagnoses|T047
T097|diagnoses|T048
T097|diagnoses|T049
T097|diagnoses|T050
T097|performs|T052
T097|exhibits|T053
T097|performs|T053
T097|exhibits|T054
T097|performs|T054
T097|exhibits|T055
T097|performs|T055
T097|performs|T056
T097|performs|T057
T097|performs|T058
T097|performs|T059
T097|performs|T060
T097|performs|T061
T097|performs|T062
T097|performs|T063
T097|performs|T064
T097|performs|T065
T097|performs|T066
T097|isa|T071
T097|produces|T073
T097|uses|T073
T097|produces|T074
T097|uses|T074
T097|produces|T075
T097|uses|T075
T097|isa|T077
T097|produces|T089
T097|uses|T089
T097|practices|T090
T097|issue_in|T090
T097|practices|T091
T097|issue_in|T091
T097|manages|T092
T097|manages|T093
T097|manages|T094
T097|manages|T095
T097|isa|T096
T097|interacts_with|T098
T097|interacts_with|T099
T097|interacts_with|T100
T097|interacts_with|T101
T097|treats|T101
T097|produces|T170
T097|uses|T170
T097|produces|T185
T097|uses|T185
T097|diagnoses|T191
